state,year,population,property_rates_all,rates_burglary,rates_larceny,rates_motor,violent_rates_all,rates_assault,rates_murder,rates_rape,rates_robbery,property_total_all,total_burglary,total_larceny,total_motor,violent_total_all,total_assault,total_murder,total_rape,total_robbery
Alaska,2003,648280,3761.6,597.6,2784.4,379.6,598.0,429.9,6.0,93.3,68.8,24386,3874,18051,2461,3877,2787,39,605,446
Alaska,2004,657755,3370.9,573.6,2456.7,340.6,632.3,473.9,5.6,84.8,68.0,22172,3773,16159,2240,4159,3117,37,558,447
Alaska,2005,663253,3615.0,622.8,2601.0,391.0,632.0,465.4,4.8,81.1,81.0,23975,4131,17249,2595,4194,3087,32,538,537
Alaska,2006,670053,3578.1,620.1,2579.5,378.5,688.0,516.7,5.4,76.4,89.5,23975,4155,17284,2536,4610,3462,36,512,600
Alaska,2007,683478,3379.2,546.3,2476.9,356.0,661.3,490.3,6.3,79.7,85.0,23096,3734,16929,2433,4520,3351,43,545,581
Alaska,2008,686293,2927.3,471.7,2218.4,237.2,652.1,489.0,3.9,65.1,94.0,20090,3237,15225,1628,4475,3356,27,447,645
Alaska,2009,698473,2940.4,515.4,2183.5,241.5,633.4,463.2,3.1,73.4,93.6,20538,3600,15251,1687,4424,3235,22,513,654
Alaska,2010,714146,2836.8,434.8,2175.3,226.7,635.3,473.2,4.3,74.6,83.2,20259,3105,15535,1619,4537,3379,31,533,594
Alaska,2011,723860,2637.8,394.0,2052.1,191.7,610.1,466.1,4.1,60.2,79.6,19094,2852,14854,1388,4416,3374,30,436,576
Alaska,2012,731449,2739.4,403.3,2128.0,208.1,603.2,433.2,4.1,79.7,86.1,20037,2950,15565,1522,4412,3169,30,583,630
Alaska,2013,735132,425.5,2885.2,396.7,2258.0,640.4,84.9,4.6,125.4,87.6,3128,21210,2916,16599,4708,624,34,922,644
Alaska,2014,736732,440.2,2760.0,427.6,2096.4,635.8,85.4,5.6,104.7,75.3,3243,20334,3150,15445,4684,629,41,771,555
Alaska,2015,738432,497.1,2817.6,475.5,2065.1,730.2,103.1,8.0,122.0,88.0,3671,20806,3511,15249,5392,761,59,901,650
Alaska,2016,741894,3353.0,546.3,2394.7,412.1,804.2,540.6,7.0,141.9,114.6,24876,4053,17766,3057,5966,4011,52,1053,850
Alaska,2017,739795,3542.1,563.8,2402.7,575.6,829.0,575.4,8.4,116.7,128.5,26204,4171,17775,4258,6133,4257,62,863,951
Alaska,2018,737438,3300.5,539.6,2219.0,541.9,885.0,595.4,6.4,161.6,121.5,24339,3979,16364,3996,6526,4391,47,1192,896
Alaska,2019,731545,2910.8,487.1,2066.0,357.7,867.1,596.0,9.4,148.7,112.9,21294,3563,15114,2617,6343,4360,69,1088,826
Arizona,1960,1302161,2806.0,685.5,1782.2,338.4,207.7,131.4,6.0,16.1,54.2,36539,8926,23207,4406,2704,1711,78,209,706
Arizona,1961,1391000,2969.4,737.7,1876.3,355.4,164.5,87.6,6.0,14.4,56.5,41304,10262,26099,4943,2288,1218,84,200,786
Arizona,1962,1509000,3028.1,774.9,1895.6,357.6,173.0,97.7,5.7,13.1,56.4,45694,11693,28605,5396,2610,1475,86,198,851
Arizona,1963,1559000,3200.4,830.3,2002.1,368.0,194.2,116.4,6.0,14.2,57.5,49894,12944,31213,5737,3027,1815,93,222,897
Arizona,1964,1581000,3432.3,868.2,2225.8,338.3,213.0,130.2,5.2,16.4,61.2,54264,13726,35190,5348,3368,2059,83,259,967
Arizona,1965,1608000,3355.5,816.5,2251.7,287.3,192.3,113.9,5.0,17.8,55.7,53957,13129,36208,4620,3092,1831,80,286,895
Arizona,1966,1618000,3933.6,931.1,2630.1,372.3,202.2,122.4,6.1,18.3,55.5,63645,15066,42555,6024,3272,1980,98,296,898
Arizona,1967,1634000,4599.8,1137.3,3055.3,407.2,238.2,141.0,5.6,16.7,74.9,75160,18583,49923,6654,3892,2304,91,273,1224
Arizona,1968,1670000,4610.8,1167.4,3022.2,421.2,263.6,151.9,6.3,18.7,86.7,77001,19496,50471,7034,4402,2536,105,313,1448
Arizona,1969,1693000,4885.4,1302.6,3144.2,438.6,339.2,210.2,6.0,23.0,99.9,82710,22053,53231,7426,5742,3558,102,390,1692
Arizona,1970,1772482,5543.9,1493.0,3549.7,501.2,370.3,213.7,9.5,27.0,120.2,98265,26464,62918,8883,6564,3788,168,478,2130
Arizona,1971,1849000,5540.9,1435.9,3654.2,450.8,400.6,250.7,6.7,29.9,113.3,102451,26549,67566,8336,7407,4635,124,553,2095
Arizona,1972,1945000,5484.4,1615.9,3438.7,429.8,448.9,287.4,7.3,33.4,120.8,106671,31429,66883,8359,8731,5589,142,650,2350
Arizona,1973,2058000,6224.0,1958.3,3720.1,545.6,479.9,293.6,8.1,31.0,147.3,128089,40301,76560,11228,9877,6042,167,637,3031
Arizona,1974,2153000,7654.9,2534.0,4518.6,602.3,566.7,315.5,9.6,37.5,204.2,164811,54557,97286,12968,12202,6793,206,807,4396
Arizona,1975,2224000,7793.7,2529.9,4747.7,516.1,547.8,333.8,8.6,35.5,170.0,173331,56265,105588,11478,12184,7424,191,789,3780
Arizona,1976,2270000,7431.1,2366.6,4642.7,421.8,455.3,287.9,7.8,29.7,129.9,168686,53722,105389,9575,10335,6535,177,674,2949
Arizona,1977,2296000,7253.0,2346.1,4467.4,439.5,494.2,312.3,9.5,34.2,138.2,166528,53866,102571,10091,11347,7171,217,786,3173
Arizona,1978,2354000,7051.7,2082.5,4504.8,464.4,552.1,335.6,9.4,44.2,162.9,165998,49023,106042,10933,12996,7900,221,1040,3835
Arizona,1979,2450000,7264.4,1996.6,4774.5,493.3,593.0,362.6,8.9,45.7,175.7,177977,48916,116976,12085,14528,8884,219,1120,4305
Arizona,1980,2715357,7519.9,2155.4,4891.2,473.3,650.9,401.8,10.3,45.2,193.6,204193,58527,132814,12852,17673,10909,279,1227,5258
Arizona,1981,2793000,7038.1,2064.3,4563.9,410.0,575.8,352.0,8.1,38.1,177.6,196575,57655,127469,11451,16082,9830,227,1064,4961
Arizona,1982,2860000,6614.0,1883.3,4360.9,369.8,517.0,311.6,8.3,38.5,158.6,189161,53861,124723,10577,14785,8912,236,1100,4537
Arizona,1983,2963000,5897.4,1668.6,3871.8,357.0,494.2,312.7,7.2,41.9,132.4,174740,49440,114721,10579,14642,9265,213,1241,3923
Arizona,1984,3053000,5983.3,1714.0,3884.8,384.5,516.1,334.1,7.8,43.1,131.1,182670,52327,118604,11739,15756,10199,238,1316,4003
Arizona,1985,3187000,6513.7,1869.6,4258.6,385.5,602.5,402.3,8.0,45.7,146.5,207591,59585,135720,12286,19202,12820,254,1458,4670
Arizona,1986,3317000,6663.1,1907.7,4336.6,418.8,658.3,436.8,9.3,43.0,169.2,221015,63278,143845,13892,21835,14489,307,1425,5614
Arizona,1987,3386000,6576.0,1626.1,4527.3,422.6,612.6,425.5,7.5,41.2,138.4,222663,55059,153296,14308,20742,14406,253,1396,4687
Arizona,1988,3466000,6861.2,1580.3,4821.7,459.1,610.1,425.8,8.5,38.8,137.0,237808,54773,167121,15914,21147,14758,294,1345,4750
Arizona,1989,3556000,7460.2,1667.2,5106.1,686.9,599.6,417.7,6.7,36.2,139.0,265284,59284,181574,24426,21320,14853,237,1286,4944
Arizona,1990,3665228,7236.4,1669.9,4703.0,863.5,652.4,442.8,7.7,40.9,160.9,265229,61206,172375,31648,23911,16230,284,1500,5897
Arizona,1991,3750000,6734.9,1607.5,4266.3,861.1,670.7,454.8,7.8,42.4,165.7,252559,60281,159987,32291,25152,17056,291,1590,6215
Arizona,1992,3832000,6357.8,1411.7,4124.6,821.5,670.8,466.6,8.1,43.0,153.1,243629,54095,158053,31481,25706,17880,312,1647,5867
Arizona,1993,3936000,6716.7,1465.5,4387.4,863.8,715.0,505.7,8.6,37.8,162.9,264371,57684,172689,33998,28142,19903,339,1488,6412
Arizona,1994,4075000,7221.4,1476.2,4678.5,1066.7,703.1,494.7,10.5,36.0,162.0,294273,60157,190649,43467,28653,20161,426,1465,6601
Arizona,1995,4218000,7500.1,1416.8,4925.6,1157.7,713.5,495.7,10.4,33.6,173.8,316355,59762,207763,48830,30095,20909,439,1418,7329
Arizona,1996,4428000,6435.5,1256.3,4252.5,926.7,631.5,424.0,8.5,31.2,167.8,284964,55630,188300,41034,27963,18776,377,1381,7429
Arizona,1997,4555000,6571.3,1318.9,4282.0,970.4,623.7,417.1,8.2,32.8,165.7,299323,60077,195045,44201,28411,18997,375,1492,7547
Arizona,1998,4669000,5997.0,1209.5,3922.4,865.1,577.9,373.6,8.1,31.1,165.2,280001,56473,183137,40391,26984,17442,376,1451,7715
Arizona,1999,4778332,5345.0,1034.3,3510.2,800.4,551.1,361.6,8.0,28.9,152.5,255401,49423,167731,38247,26334,17279,384,1383,7288
Arizona,2000,5130632,5297.8,1011.6,3444.1,842.1,531.7,347.7,7.0,30.7,146.3,271811,51902,176705,43204,27281,17841,359,1577,7504
Arizona,2001,5306966,5537.5,1033.0,3520.8,983.7,540.3,337.1,7.5,28.6,167.1,293874,54821,186850,52203,28675,17889,400,1518,8868
Arizona,2002,5441125,5849.8,1085.9,3704.0,1059.9,554.5,370.8,7.1,29.6,147.0,318296,59087,201541,57668,30171,20176,387,1608,8000
Arizona,2003,5579222,5634.0,1050.6,3561.9,1021.6,513.3,335.6,7.9,33.3,136.6,314335,58613,198725,56997,28638,18722,441,1856,7619
Arizona,2004,5739879,5073.3,991.0,3118.7,963.5,504.4,329.6,7.2,33.0,134.5,291203,56885,179012,55306,28952,18921,414,1896,7721
Arizona,2005,5953007,4827.0,946.2,2958.0,922.0,512.0,326.7,7.5,33.7,144.1,287345,56328,176112,54905,30478,19448,445,2006,8579
Arizona,2006,6166318,4774.1,963.6,2891.9,918.7,542.6,340.3,8.6,39.7,153.9,294389,59418,178321,56650,33456,20983,533,2449,9491
Arizona,2007,6338755,4532.6,946.4,2793.5,792.6,518.0,318.2,8.6,37.1,154.0,287308,59988,177076,50244,32835,20170,548,2353,9764
Arizona,2008,6500180,4102.2,901.6,2607.0,593.6,485.6,293.8,7.1,33.8,150.9,266653,58606,169460,38587,31567,19096,462,2200,9809
Arizona,2009,6595778,3589.0,823.4,2364.8,400.8,426.5,261.8,5.8,34.6,124.3,236721,54308,155976,26437,28128,17270,380,2279,8199
Arizona,2010,6413158,3536.5,794.2,2403.4,338.9,413.6,264.7,6.4,34.2,108.4,226802,50932,154137,21733,26528,16976,408,2191,6953
Arizona,2011,6467315,3554.7,845.7,2402.9,306.2,414.2,259.0,6.1,38.6,110.5,229896,54695,155400,19801,26789,16748,397,2499,7145
Arizona,2012,6553255,3539.2,807.8,2439.1,292.3,428.9,276.0,5.5,34.7,112.7,231930,52934,159838,19158,28108,18087,358,2277,7386
Arizona,2013,6626624,263.9,3399.1,732.4,2403.5,416.5,101.1,5.4,46.0,35.4,17490,225243,48533,159272,27599,6702,357,3050,2343
Arizona,2014,6731484,252.1,3197.5,647.1,2289.1,399.9,92.8,4.7,50.2,36.6,16970,215240,43562,154091,26916,6249,319,3378,2464
Arizona,2015,6828065,267.1,3033.2,555.9,2231.5,410.2,93.1,4.5,45.5,33.6,18235,207107,37957,152365,28012,6360,309,3108,2294
Arizona,2016,6931071,2978.4,544.4,2168.1,265.8,470.1,315.4,5.5,47.5,101.8,206432,37736,150275,18421,32583,21858,380,3290,7055
Arizona,2017,7016270,2914.9,536.3,2107.0,271.6,508.0,345.0,5.9,51.0,106.0,204515,37627,147830,19058,35644,24207,416,3581,7440
Arizona,2018,7171646,2676.8,439.7,1970.3,266.9,474.9,328.1,5.1,50.7,91.0,191974,31532,141303,19139,34058,23528,369,3638,6523
Arizona,2019,7278717,2440.5,394.3,1796.9,249.4,455.3,311.9,5.0,50.3,88.1,177638,28699,130788,18151,33141,22704,365,3662,6410
California,1960,15717204,3235.4,910.5,1984.8,340.1,239.0,119.6,3.9,18.2,97.3,508511,143102,311956,53453,37558,18796,616,2859,15287
California,1961,16397000,3177.5,894.2,1950.6,332.7,232.7,120.0,3.7,18.5,90.5,521008,146615,319834,54559,38154,19684,605,3033,14832
California,1962,16970000,3326.2,934.1,2052.9,339.2,234.8,121.7,3.9,17.4,91.9,564451,158523,348373,57555,39846,20645,657,2946,15598
California,1963,17590000,3545.8,998.9,2184.7,362.2,241.2,126.3,3.8,17.5,93.6,623709,175703,384289,63717,42419,22208,673,3080,16458
California,1964,18084000,3874.3,1088.7,2366.5,419.1,265.6,138.2,4.1,20.0,103.2,700630,196883,427960,75787,48026,24998,740,3621,18667
California,1965,18602000,4037.2,1209.6,2388.0,439.6,282.2,142.9,4.7,21.2,113.3,750997,225007,444217,81773,52490,26581,880,3948,21081
California,1966,18918000,4244.3,1277.4,2506.2,460.7,305.1,159.1,4.6,23.4,118.0,802944,241666,474122,87156,57718,30101,868,4432,22317
California,1967,19153000,4703.0,1446.0,2748.8,508.1,352.1,172.7,5.4,25.0,149.0,900757,276958,526477,97322,67446,33076,1039,4792,28539
California,1968,19221000,5298.2,1644.5,3032.3,621.4,422.9,194.6,6.0,29.9,192.5,1018363,316081,582838,119444,81293,37408,1150,5744,36991
California,1969,19443000,5637.4,1676.1,3282.7,678.6,462.3,217.0,7.1,36.3,201.8,1096083,325891,638249,131943,89878,42199,1386,7053,39240
California,1970,19953134,5864.3,1753.0,3422.1,689.2,474.8,225.9,6.9,35.1,206.9,1170113,349788,682811,137514,94741,45083,1376,7005,41277
California,1971,20223000,6171.5,1939.8,3517.9,713.9,518.6,238.9,8.1,36.1,235.5,1248069,392277,711417,144375,104872,48304,1642,7300,47626
California,1972,20468000,5872.4,1949.2,3242.0,681.3,540.7,253.7,8.8,39.7,238.6,1201968,398960,663568,139440,110667,51920,1791,8127,48829
California,1973,20601000,5739.1,1979.6,3123.6,635.9,565.8,275.8,9.0,40.6,240.4,1182309,407824,643488,130997,116563,56813,1862,8357,49531
California,1974,20907000,6236.2,2072.0,3525.5,638.8,610.6,307.8,9.5,40.6,252.7,1303810,433194,737067,133549,127658,64357,1985,8494,52822
California,1975,21185000,6549.2,2217.3,3703.7,628.2,655.4,321.0,10.4,41.6,282.4,1387451,469726,784639,133086,138842,67999,2209,8807,59827
California,1976,21520000,6564.7,2174.6,3745.8,644.3,669.3,338.7,10.3,44.7,275.6,1412716,467980,806086,138650,144041,72889,2220,9614,59318
California,1977,21896000,6302.7,2139.4,3499.8,663.5,706.0,358.0,11.5,49.4,287.0,1380039,468452,766317,145270,154582,78390,2515,10825,62852
California,1978,22294000,6373.3,2193.3,3488.8,691.3,742.9,374.4,11.7,50.8,306.1,1420857,488966,777783,154108,165626,83464,2611,11316,68235
California,1979,22696000,6657.7,2186.8,3732.6,738.3,811.1,410.3,13.0,53.9,333.8,1511021,496310,847148,167563,184087,93129,2952,12239,75767
California,1980,23532680,6939.5,2316.5,3880.0,742.9,893.6,436.7,14.5,58.2,384.2,1633042,545138,913070,174834,210290,102766,3411,13693,90420
California,1981,24159000,6727.5,2238.5,3816.1,672.9,863.0,405.6,13.0,56.2,388.2,1625302,540806,921939,162557,208485,97995,3143,13566,93781
California,1982,24724000,6470.7,2020.2,3785.1,665.5,814.7,380.7,11.2,50.7,372.1,1599827,499466,935831,164530,201429,94133,2779,12529,91988
California,1983,25174000,5904.9,1829.1,3444.5,631.2,772.6,373.1,10.5,48.0,340.9,1486487,460460,867123,158904,194491,93933,2639,12093,85826
California,1984,25622000,5705.0,1729.3,3346.1,629.6,763.4,379.5,10.6,45.7,327.5,1461731,443094,857328,161309,195589,97246,2717,11702,83924
California,1985,26365000,5752.7,1701.1,3379.4,672.2,765.3,383.8,10.5,43.3,327.7,1516710,448506,890967,177237,201763,101185,2770,11421,86387
California,1986,26981000,5842.3,1696.4,3383.9,762.0,920.5,521.5,11.3,44.9,342.9,1576299,457698,913004,205597,248370,140701,3038,12119,92512
California,1987,27663000,5588.4,1518.2,3240.2,830.1,918.0,562.4,10.6,43.8,301.3,1545928,419969,896335,229624,253943,155569,2924,12109,83341
California,1988,28168000,5705.7,1447.1,3314.5,944.0,929.8,571.8,10.4,41.8,305.8,1607180,407631,933636,265913,261912,161055,2936,11780,86141
California,1989,29063000,5785.8,1412.3,3346.5,1026.9,977.7,593.8,10.9,41.2,331.8,1681516,410468,972603,298445,284136,172581,3158,11966,96431
California,1990,29760021,5558.4,1345.4,3197.5,1015.5,1045.2,613.6,11.9,42.6,377.0,1654186,400392,951580,302214,311051,182602,3553,12688,112208
California,1991,30380000,5682.7,1397.8,3246.0,1038.9,1089.9,623.5,12.7,42.4,411.3,1726391,424656,986120,315615,331122,189428,3859,12896,124939
California,1992,30867000,5559.8,1384.9,3137.8,1037.1,1119.7,641.6,12.7,41.3,424.1,1716137,427491,968534,320112,345624,198045,3921,12761,130897
California,1993,31211000,5379.1,1327.0,3029.1,1023.0,1077.8,621.8,13.1,37.7,405.1,1678884,414182,945407,319295,336381,194083,4096,11766,126436
California,1994,31431000,5160.8,1222.5,2957.7,980.6,1013.0,609.4,11.8,34.9,356.8,1622102,384257,929640,308205,318395,191548,3703,10984,112160
California,1995,31589000,4865.1,1120.3,2856.9,887.9,966.0,590.3,11.2,33.4,331.2,1536830,353895,902456,280479,305154,186458,3531,10554,104611
California,1996,31878000,4345.1,979.4,2605.1,760.6,862.7,525.8,9.1,32.1,295.6,1385135,312212,830457,242466,274996,167614,2916,10244,94222
California,1997,32268000,4067.1,927.4,2430.9,708.8,798.3,506.2,8.0,31.6,252.5,1312367,299240,784405,228722,257582,163346,2579,10189,81468
California,1998,32667000,3639.1,823.5,2217.1,598.5,703.7,456.6,6.6,29.9,210.6,1188791,269012,724262,195517,229883,149148,2171,9782,68782
California,1999,33145121,3177.8,675.3,1994.2,508.3,627.2,411.7,6.0,28.2,181.1,1053285,223814,660991,168480,207879,136472,2005,9363,60039
California,2000,33871648,3118.2,656.3,1924.5,537.4,621.6,408.7,6.1,28.9,177.9,1056183,222293,651855,182035,210531,138418,2079,9785,60249
California,2001,34600463,3278.0,671.3,2016.6,590.1,615.2,393.3,6.4,28.8,186.7,1134189,232273,697739,204177,212867,136087,2206,9960,64614
California,2002,35001986,3361.2,681.2,2044.7,635.3,595.4,373.8,6.8,29.1,185.6,1176484,238428,715692,222364,208388,130827,2395,10198,64968
California,2003,35462712,3426.4,683.2,2062.7,680.5,579.6,364.8,6.8,28.2,179.8,1215086,242274,731486,241326,205551,129380,2407,9994,63770
California,2004,35842038,3423.9,686.1,2033.1,704.8,527.8,322.0,6.7,26.8,172.3,1227194,245903,728687,252604,189175,115400,2392,9615,61768
California,2005,36154147,3321.0,692.9,1915.0,712.0,526.0,317.1,6.9,26.0,176.0,1200531,250521,692467,257543,190178,114661,2503,9392,63622
California,2006,36457549,3181.7,678.1,1835.3,668.3,533.5,306.2,6.8,25.3,195.1,1159988,247230,669103,243655,194483,111620,2486,9235,71142
California,2007,36553215,3043.5,650.7,1790.6,602.2,524.1,299.7,6.2,24.7,193.4,1112510,237850,654526,220134,191561,109547,2262,9046,70706
California,2008,36756666,2941.0,647.0,1770.2,523.8,504.2,285.4,5.8,24.2,188.8,1080996,237811,650656,192529,185329,104896,2142,8903,69388
California,2009,36961664,2731.0,622.8,1665.0,443.3,473.3,271.0,5.3,23.6,173.4,1009433,230198,615402,163833,174934,100156,1972,8713,64093
California,2010,37338198,2629.9,612.9,1608.4,408.5,439.6,256.8,4.8,22.3,155.6,981939,228857,600558,152524,164133,95877,1809,8331,58116
California,2011,37683933,2584.2,610.5,1584.0,389.7,411.2,242.0,4.8,20.3,144.1,973822,230075,596905,146842,154943,91195,1792,7665,54291
California,2012,38041430,2758.7,646.1,1669.5,443.2,423.1,248.9,5.0,20.6,148.6,1049465,245767,635090,168608,160944,94702,1884,7837,56521
California,2013,38332521,232.3,2658.1,605.4,1621.5,402.1,139.9,4.6,25.3,19.5,89029,1018907,232058,621557,154129,53640,1746,9714,7464
California,2014,38802500,236.6,2441.1,522.3,1527.4,396.1,125.5,4.4,29.7,21.6,91803,947192,202670,592670,153709,48680,1699,11527,8398
California,2015,39144818,253.8,2618.3,504.3,1677.1,426.3,135.0,4.8,32.7,24.0,99349,1024914,197404,656517,166883,52862,1861,12811,9387
California,2016,39250017,2553.0,479.8,1623.0,450.3,445.3,265.9,4.9,34.9,139.6,1002070,188304,637010,176756,174796,104375,1930,13702,54789
California,2017,39536653,2496.7,446.9,1623.9,425.9,449.3,264.2,4.6,37.2,143.2,987114,176690,642033,168391,177627,104454,1830,14721,56622
California,2018,39557045,2380.4,416.2,1571.8,392.4,447.4,266.5,4.4,39.2,137.3,941618,164632,621775,155211,176982,105412,1739,15505,54326
California,2019,39512223,2331.2,386.1,1586.3,358.8,441.2,267.1,4.3,37.5,132.4,921114,152555,626802,141757,174331,105541,1690,14799,52301
Colorado,1960,1753947,2035.1,569.9,1251.4,213.8,137.3,42.4,4.2,13.1,77.7,35695,9996,21949,3750,2408,744,73,229,1362
Colorado,1961,1781000,2254.7,655.9,1322.3,276.5,149.3,40.0,4.7,12.9,91.7,40156,11681,23551,4924,2659,713,83,230,1633
Colorado,1962,1907000,2510.3,681.1,1507.1,322.2,156.8,51.8,5.0,14.8,85.2,47872,12988,28740,6144,2990,987,96,283,1624
Colorado,1963,1961000,2530.5,670.5,1553.5,306.5,130.3,42.6,4.8,14.5,68.3,49624,13149,30465,6010,2555,836,94,285,1340
