state,year,population,property_rates_all,rates_burglary,rates_larceny,rates_motor,violent_rates_all,rates_assault,rates_murder,rates_rape,rates_robbery,property_total_all,total_burglary,total_larceny,total_motor,violent_total_all,total_assault,total_murder,total_rape,total_robbery
Connecticut,2002,3458587,2701.3,494.7,1871.7,334.8,312.5,171.0,2.4,21.4,117.6,93426,17111,64735,11580,10807,5914,84,740,4069
Connecticut,2003,3486960,2666.5,460.1,1880.4,326.1,316.8,172.7,3.2,20.0,120.8,92981,16043,65568,11370,11045,6023,112,698,4212
Connecticut,2004,3498966,2684.9,456.1,1908.3,320.5,289.0,144.9,2.9,21.6,119.7,93942,15959,66770,11213,10113,5070,100,755,4188
Connecticut,2005,3500701,2579.0,435.5,1840.0,303.0,273.0,136.9,3.0,20.3,112.3,90270,15245,64416,10609,9542,4792,105,712,3933
Connecticut,2006,3504809,2586.1,444.6,1847.9,293.6,299.7,148.7,3.9,19.9,127.3,90638,15583,64765,10290,10505,5212,137,696,4460
Connecticut,2007,3502309,2470.6,446.6,1739.9,284.1,301.1,155.4,3.2,19.7,122.9,86528,15640,60937,9951,10547,5441,113,690,4303
Connecticut,2008,3501252,2490.8,431.5,1805.4,253.9,306.7,168.0,3.8,19.4,115.5,87210,15107,63212,8891,10737,5882,132,680,4043
Connecticut,2009,3518288,2348.4,431.2,1705.1,212.1,300.9,165.5,3.0,18.7,113.7,82625,15172,59992,7461,10588,5824,106,657,4001
Connecticut,2010,3575498,2188.8,423.6,1577.8,187.4,282.0,162.3,3.7,16.6,99.4,78259,15145,56413,6701,10083,5802,133,595,3553
Connecticut,2011,3586717,2152.5,431.3,1535.3,186.0,275.7,150.1,3.6,19.2,102.9,77205,15468,55067,6670,9889,5382,129,689,3689
Connecticut,2012,3590347,2140.0,409.7,1550.7,179.6,283.0,150.6,4.1,25.6,102.7,76834,14711,55674,6449,10160,5408,146,919,3687
Connecticut,2013,3596080,135.4,1974.1,358.5,1442.6,262.5,98.2,2.4,26.6,18.6,4869,70990,12892,51876,9440,3530,86,955,668
Connecticut,2014,3596677,125.0,1920.4,332.4,1418.1,236.9,87.8,2.4,21.7,15.9,4495,69070,11955,51005,8522,3159,86,782,571
Connecticut,2015,3590886,113.1,1812.0,280.0,1355.5,218.5,80.5,3.3,21.5,16.2,4063,65066,10053,48675,7845,2892,117,773,582
Connecticut,2016,3576452,1808.0,280.9,1328.5,198.7,227.1,128.0,2.2,21.3,75.6,64664,10045,47512,7107,8123,4579,78,763,2703
Connecticut,2017,3588184,1769.9,247.8,1318.5,203.7,228.0,123.4,2.8,23.3,78.4,63509,8890,47310,7309,8180,4428,102,837,2813
Connecticut,2018,3572665,1681.0,222.5,1251.8,206.7,207.4,120.2,2.3,23.5,61.4,60055,7948,44724,7383,7411,4294,83,840,2194
Connecticut,2019,3565287,1426.6,180.7,1078.7,167.3,183.6,105.0,2.9,21.6,54.1,50862,6441,38457,5964,6546,3742,104,771,1929
Maine,1960,969265,1158.4,278.8,756.7,123.0,29.8,15.3,1.7,5.0,7.9,11228,2702,7334,1192,289,148,16,48,77
Maine,1961,992000,1081.1,299.3,705.8,76.0,33.7,17.4,1.6,5.8,8.8,10725,2969,7002,754,334,173,16,58,87
Maine,1962,999000,1163.4,307.6,766.1,89.7,27.7,15.7,1.4,2.8,7.8,11622,3073,7653,896,277,157,14,28,78
Maine,1963,982000,1142.2,302.6,737.9,101.6,31.2,19.0,1.9,3.7,6.5,11216,2972,7246,998,306,187,19,36,64
Maine,1964,989000,1351.0,372.9,866.8,111.2,51.2,34.3,1.5,7.8,7.6,13361,3688,8573,1100,506,339,15,77,75
Maine,1965,993000,1372.1,404.9,873.2,94.0,44.0,33.5,2.1,4.3,4.0,13625,4021,8671,933,437,333,21,43,40
Maine,1966,983000,1377.7,364.0,907.1,106.6,49.4,36.4,2.2,4.9,5.9,13543,3578,8917,1048,486,358,22,48,58
Maine,1967,973000,1559.1,457.6,990.4,111.1,63.8,47.8,0.4,6.0,9.7,15170,4452,9637,1081,621,465,4,58,94
Maine,1968,979000,1617.5,513.7,970.1,133.7,64.7,46.2,3.0,6.7,8.8,15835,5029,9497,1309,633,452,29,66,86
Maine,1969,978000,1866.3,580.0,1142.7,143.6,74.9,56.0,1.6,5.9,11.3,18252,5672,11176,1404,733,548,16,58,111
Maine,1970,993663,1970.7,638.5,1179.6,152.6,89.3,68.1,1.5,7.0,12.6,19582,6345,11721,1516,887,677,15,70,125
Maine,1971,1003000,2226.2,750.6,1327.8,147.8,90.0,66.3,2.0,7.4,14.4,22329,7529,13318,1482,903,665,20,74,144
Maine,1972,1029000,2479.5,792.5,1524.6,162.4,111.1,76.9,5.3,7.8,21.1,25514,8155,15688,1671,1143,791,55,80,217
Maine,1973,1028000,2720.0,973.4,1566.8,179.8,122.4,91.7,2.1,7.8,20.7,27962,10007,16107,1848,1258,943,22,80,213
Maine,1974,1047000,3462.7,1318.9,1946.0,197.7,137.5,98.1,2.9,8.7,27.9,36254,13809,20375,2070,1440,1027,30,91,292
Maine,1975,1059000,3740.1,1361.5,2167.9,210.8,219.5,169.8,2.8,10.4,36.4,39608,14418,22958,2232,2324,1798,30,110,386
Maine,1976,1070000,3864.4,1313.2,2337.5,213.7,220.0,169.4,2.7,9.9,37.9,41349,14051,25011,2287,2354,1813,29,106,406
Maine,1977,1085000,3850.7,1253.1,2350.7,246.9,224.7,170.0,2.4,13.5,38.7,41780,13596,25505,2679,2438,1845,26,147,420
Maine,1978,1091000,3930.8,1241.2,2436.2,253.3,207.7,161.0,2.7,11.1,32.9,42885,13542,26579,2764,2266,1756,30,121,359
Maine,1979,1097000,4104.8,1147.9,2719.1,237.9,202.5,155.9,2.8,11.9,31.8,45030,12592,29828,2610,2221,1710,31,131,349
Maine,1980,1123670,4174.2,1182.8,2772.3,219.1,193.4,146.8,2.8,12.9,30.8,46904,13291,31151,2462,2173,1650,32,145,346
Maine,1981,1132000,4047.7,1243.9,2610.0,193.8,195.6,147.1,3.2,12.8,32.5,45820,14081,29545,2194,2214,1665,36,145,368
Maine,1982,1133000,3696.7,1047.0,2459.2,190.6,163.0,117.0,2.1,13.4,30.5,41884,11862,27863,2159,1847,1326,24,152,345
Maine,1983,1146000,3521.6,996.1,2357.9,167.5,159.6,113.5,2.1,16.8,27.1,40357,11415,27022,1920,1829,1301,24,193,311
Maine,1984,1156000,3368.9,888.1,2319.3,161.4,158.5,117.0,1.7,13.4,26.4,38944,10267,26811,1866,1832,1352,20,155,305
Maine,1985,1164000,3504.2,911.3,2427.8,165.1,167.5,126.4,2.4,14.3,24.4,40789,10607,28260,1922,1950,1471,28,167,284
Maine,1986,1174000,3314.2,803.5,2346.5,164.2,147.0,102.3,2.0,14.8,27.9,38909,9433,27548,1928,1726,1201,23,174,328
Maine,1987,1187000,3380.1,770.7,2436.1,173.4,152.1,108.3,2.5,15.7,25.6,40122,9148,28916,2058,1806,1286,30,186,304
Maine,1988,1206000,3420.3,816.9,2398.7,204.7,157.4,110.0,3.1,18.6,25.8,41249,9852,28928,2469,1898,1326,37,224,311
Maine,1989,1222000,3446.5,802.8,2460.5,183.2,137.2,91.2,3.2,18.7,24.0,42116,9810,30067,2239,1676,1115,39,229,293
Maine,1990,1227928,3554.5,823.0,2554.9,176.6,143.2,96.0,2.4,19.7,25.1,43647,10106,31372,2169,1759,1179,30,242,308
Maine,1991,1235000,3635.6,902.5,2569.8,163.3,132.1,86.3,1.2,21.9,22.7,44900,11146,31737,2017,1631,1066,15,270,280
Maine,1992,1235000,3392.7,822.3,2426.4,144.0,130.9,82.0,1.7,23.8,23.3,41900,10156,29966,1778,1616,1013,21,294,288
Maine,1993,1239000,3028.2,719.0,2174.7,134.4,125.7,76.3,1.6,26.6,21.3,37519,8909,26945,1665,1558,945,20,329,264
Maine,1994,1240000,3142.8,720.8,2278.8,143.2,129.9,79.6,2.3,25.6,22.4,38971,8938,28257,1776,1611,987,28,318,278
Maine,1995,1241000,3153.3,726.4,2292.0,134.8,131.4,81.1,2.0,21.4,26.9,39132,9015,28444,1673,1631,1007,25,265,334
Maine,1996,1243000,3269.2,748.4,2377.9,142.9,124.9,78.5,2.0,20.9,23.5,40636,9303,29557,1776,1553,976,25,260,292
Maine,1997,1242000,3011.0,663.5,2215.2,132.2,120.8,77.6,2.0,20.5,20.7,37396,8241,27513,1642,1500,964,25,254,257
Maine,1998,1244000,2914.9,666.8,2126.8,121.3,125.9,84.6,2.1,18.1,21.1,36261,8295,26457,1509,1566,1052,26,225,263
Maine,1999,1253040,2762.7,601.1,2026.4,135.2,112.0,71.6,2.0,19.1,19.4,34618,7532,25392,1694,1404,897,25,239,243
Maine,2000,1274923,2510.2,531.4,1875.1,103.7,109.6,63.9,1.2,25.1,19.4,32003,6775,23906,1322,1397,815,15,320,247
Maine,2001,1284470,2581.1,537.0,1914.0,130.1,111.7,64.3,1.5,25.4,20.6,33154,6898,24585,1671,1435,826,19,326,264
Maine,2002,1294894,2547.3,537.9,1899.1,110.4,107.8,56.8,1.1,29.1,20.9,32985,6965,24591,1429,1396,735,14,377,270
Maine,2003,1309205,2450.2,502.5,1836.5,111.2,108.6,58.3,1.2,27.0,22.1,32078,6579,24043,1456,1422,763,16,354,289
Maine,2004,1314985,2413.7,482.2,1832.4,99.1,103.7,56.4,1.4,24.0,22.0,31740,6341,24096,1303,1364,742,18,315,289
Maine,2005,1318220,2419.0,479.7,1837.0,102.0,112.0,61.8,1.4,24.7,24.5,31889,6323,24218,1348,1483,815,19,326,323
Maine,2006,1321574,2546.8,518.0,1926.9,101.9,116.0,59.5,1.7,25.8,29.0,33658,6846,25465,1347,1533,786,23,341,383
Maine,2007,1317207,2448.3,512.1,1839.3,96.9,118.8,61.0,1.5,29.8,26.5,32249,6745,24228,1276,1565,804,20,392,349
Maine,2008,1316456,2463.7,498.2,1875.9,89.6,119.4,63.0,2.4,28.8,25.3,32433,6559,24695,1179,1572,829,31,379,333
Maine,2009,1318301,2405.1,510.4,1817.1,77.5,119.9,59.2,2.0,28.4,30.3,31706,6729,23955,1022,1580,780,26,375,399
Maine,2010,1327379,2478.6,554.8,1849.3,74.5,122.1,60.0,1.8,29.3,31.0,32900,7364,24547,989,1621,796,24,389,412
Maine,2011,1328544,2546.3,592.0,1873.2,81.1,123.3,63.8,2.0,29.7,27.9,33829,7865,24886,1078,1638,848,26,394,370
Maine,2012,1329192,2509.9,561.3,1873.7,74.9,122.7,61.0,1.9,28.0,31.8,33361,7461,24905,995,1631,811,25,372,423
Maine,2013,1328302,68.7,2292.2,488.1,1735.3,129.3,25.2,1.8,33.7,25.9,912,30447,6483,23050,1718,335,24,447,344
Maine,2014,1330089,66.9,1986.4,378.2,1548.2,127.8,22.9,1.6,36.5,27.1,890,26421,5030,20592,1700,304,21,485,360
Maine,2015,1329328,69.3,1830.0,352.4,1416.4,130.1,23.4,1.7,35.7,26.6,921,24327,4684,18829,1729,311,23,474,354
Maine,2016,1331479,1645.7,300.6,1286.8,58.2,123.8,71.3,1.5,30.9,20.0,21912,4003,17134,775,1648,950,20,412,266
Maine,2017,1335907,1507.1,249.6,1198.1,59.4,121.0,65.3,1.7,35.4,18.6,20133,3334,16006,793,1617,872,23,473,249
Maine,2018,1338404,1357.8,202.7,1097.1,58.1,112.1,60.0,1.8,33.3,17.0,18173,2713,14683,777,1501,803,24,446,228
Maine,2019,1344212,1245.6,174.8,1016.7,54.0,115.2,61.3,1.5,38.4,14.0,16743,2350,13667,726,1548,824,20,516,188
Massachusetts,1960,5148578,1170.3,309.2,650.1,211.1,48.8,22.1,1.4,4.8,20.4,60255,15918,33469,10868,2512,1137,74,249,1052
Massachusetts,1961,5234000,1409.7,376.1,762.0,271.6,53.1,25.7,1.5,5.6,20.4,73783,19683,39885,14215,2777,1343,77,291,1066
Massachusetts,1962,5161000,1567.5,410.4,853.5,303.6,62.1,29.5,1.8,5.0,25.8,80900,21181,44051,15668,3207,1525,95,256,1331
Massachusetts,1963,5218000,1659.7,443.1,850.6,366.0,66.2,32.7,1.9,4.5,27.0,86602,23121,44382,19099,3454,1708,101,236,1409
Massachusetts,1964,5338000,1902.2,529.7,920.4,452.1,85.4,46.8,2.0,6.0,30.6,101540,28278,49129,24133,4559,2498,105,320,1636
Massachusetts,1965,5348000,2022.9,554.5,934.9,533.5,98.5,50.7,2.4,5.4,40.0,108185,29655,49997,28533,5270,2712,129,290,2139
Massachusetts,1966,5383000,2160.1,619.1,989.1,551.8,115.2,60.5,2.4,6.4,46.0,116276,33326,53244,29706,6201,3255,128,344,2474
Massachusetts,1967,5421000,2354.5,675.5,1011.6,667.4,127.6,65.2,2.8,7.6,52.0,127638,36621,54837,36180,6919,3536,154,411,2818
Massachusetts,1968,5437000,2903.9,868.3,1229.0,806.6,164.0,76.7,3.5,9.5,74.3,157886,47210,66823,43853,8916,4171,188,518,4039
Massachusetts,1969,5467000,3290.7,1032.6,1399.3,858.8,187.9,82.9,3.5,10.8,90.6,179901,56450,76501,46950,10272,4534,191,592,4955
Massachusetts,1970,5689170,3543.4,1134.1,1531.2,878.1,202.9,87.9,3.5,12.0,99.5,201592,64523,87114,49955,11542,5003,197,684,5658
Massachusetts,1971,5758000,4081.5,1339.8,1756.9,984.9,266.0,109.6,3.8,12.4,140.1,235015,77145,101161,56709,15317,6313,220,715,8069
Massachusetts,1972,5787000,3811.8,1242.3,1597.1,972.4,295.2,125.2,3.7,13.5,152.8,220591,71894,92425,56272,17086,7247,215,784,8840
Massachusetts,1973,5818000,4169.1,1330.3,1729.2,1109.6,351.9,149.3,4.4,16.3,182.0,242556,77395,100605,64556,20475,8684,256,949,10586
Massachusetts,1974,5800000,4994.2,1549.8,2078.8,1365.6,388.7,156.3,4.4,15.6,212.4,289666,89891,120572,79203,22545,9065,256,907,12317
Massachusetts,1975,5828000,5635.3,1712.5,2351.7,1571.1,442.6,192.2,4.2,19.2,227.0,328423,99802,137058,91563,25793,11201,242,1121,13229
Massachusetts,1976,5809000,5421.7,1662.1,2446.8,1312.7,399.2,198.0,3.3,17.7,180.2,314946,96554,142135,76257,23190,11502,194,1028,10466
Massachusetts,1977,5782000,4983.7,1532.2,2311.3,1140.1,425.3,231.6,3.1,20.8,169.9,288158,88594,133642,65922,24593,13390,178,1203,9822
Massachusetts,1978,5774000,4888.5,1515.1,2277.8,1095.6,462.0,263.3,3.7,22.6,172.3,282260,87482,131519,63259,26673,15203,216,1307,9947
Massachusetts,1979,5769000,5386.7,1604.6,2637.1,1144.9,531.3,299.6,3.7,24.8,203.2,310756,92570,152135,66051,30650,17286,212,1428,11724
Massachusetts,1980,5728288,5477.8,1740.4,2685.8,1051.6,601.3,334.4,4.1,27.3,235.5,313787,99697,153849,60241,34444,19158,232,1562,13492
Massachusetts,1981,5770000,5206.7,1647.8,2559.6,999.3,628.6,326.7,3.6,27.4,270.9,300428,95080,147691,57657,36273,18850,210,1580,15633
Massachusetts,1982,5781000,4932.4,1422.1,2541.7,968.6,571.4,328.5,3.8,25.3,213.8,285140,82212,146933,55995,33031,18989,219,1464,12359
Massachusetts,1983,5767000,4434.0,1253.5,2321.5,858.9,576.8,338.9,3.5,25.9,208.5,255707,72291,133883,49533,33264,19543,203,1495,12023
Massachusetts,1984,5798000,4064.8,1099.6,2125.1,840.0,523.7,317.4,3.6,28.1,174.6,235675,63756,123214,48705,30362,18402,211,1627,10122
Massachusetts,1985,5822000,4219.6,1120.4,2234.4,864.8,538.2,316.5,3.5,29.8,188.5,245665,65231,130088,50346,31334,18424,202,1734,10974
Massachusetts,1986,5832000,4166.5,1070.9,2189.1,906.5,556.9,330.9,3.6,29.7,192.7,242989,62455,127668,52866,32476,19298,208,1731,11239
Massachusetts,1987,5855000,4169.2,1059.9,2185.1,924.2,564.6,352.5,3.0,31.9,177.3,244105,62056,127939,54110,33060,20640,173,1868,10379
Massachusetts,1988,5871000,4371.3,1061.3,2417.5,892.5,619.6,407.8,3.5,32.0,176.3,256639,62307,141933,52399,36376,23940,208,1876,10352
Massachusetts,1989,5913000,4461.0,1065.5,2484.8,910.7,675.0,436.3,4.3,31.8,202.6,263780,63004,146925,53851,39912,25797,254,1881,11980
Massachusetts,1990,6016425,4561.5,1112.7,2525.3,923.6,736.3,481.4,4.0,33.7,217.1,274442,66942,151933,55567,44300,28965,243,2030,13062
Massachusetts,1991,5996000,4586.2,1167.1,2500.5,918.7,736.1,505.2,4.2,32.1,194.6,274990,69977,149930,55083,44138,30294,249,1926,11669
Massachusetts,1992,5998000,4223.8,1072.3,2361.0,790.5,779.0,555.0,3.6,36.1,184.4,253344,64318,141610,47416,46727,33288,214,2166,11059
Massachusetts,1993,6012000,4089.0,1001.7,2271.3,816.1,804.9,592.0,3.9,33.4,175.7,245831,60220,136548,49063,48393,35591,233,2006,10563
Massachusetts,1994,6041000,3733.4,881.0,2151.3,701.0,707.6,505.7,3.5,30.2,168.2,225532,53222,129962,42348,42749,30550,214,1825,10160
Massachusetts,1995,6074000,3654.4,817.7,2232.2,604.5,687.2,504.2,3.6,29.0,150.4,221971,49669,135586,36716,41739,30626,217,1759,9137
Massachusetts,1996,6092000,3194.9,704.1,1962.6,528.2,642.2,482.9,2.6,29.0,127.7,194636,42896,119562,32178,39122,29420,157,1767,7778
Massachusetts,1997,6118000,3031.0,661.8,1887.8,481.4,644.2,506.2,1.9,26.9,109.1,185437,40491,115494,29452,39411,30969,119,1647,6676
Massachusetts,1998,6147000,2814.6,607.3,1777.7,429.5,621.3,495.2,2.0,27.4,96.6,173011,37333,109275,26403,38192,30443,124,1687,5938
Massachusetts,1999,6175169,2711.5,533.8,1762.6,415.0,551.0,426.0,2.0,26.9,96.0,167437,32964,108845,25628,34023,26307,122,1663,5931
Massachusetts,2000,6349097,2550.0,482.0,1660.5,407.6,476.1,355.9,2.0,26.7,91.6,161901,30600,105425,25876,30230,22594,125,1696,5815
Massachusetts,2001,6401164,2610.1,506.6,1668.8,434.7,477.8,345.4,2.2,29.0,101.2,167079,32430,106821,27828,30585,22110,143,1856,6476
Massachusetts,2002,6421800,2612.2,517.7,1680.6,414.0,484.9,342.9,2.7,27.7,111.6,167753,33243,107922,26588,31137,22018,173,1777,7169
Massachusetts,2003,6420357,2562.8,544.6,1620.9,397.3,473.1,317.4,2.2,28.8,124.8,164543,34963,104069,25511,30377,20378,140,1848,8011
Massachusetts,2004,6407382,2468.2,538.4,1585.7,344.1,460.2,312.8,2.7,28.0,116.8,158150,34497,101605,22048,29489,20040,171,1794,7484
Massachusetts,2005,6433367,2358.0,539.8,1524.0,294.0,461.0,309.0,2.8,27.2,121.8,151727,34728,98079,18920,29644,19878,178,1751,7837
Massachusetts,2006,6437193,2391.5,547.5,1564.7,279.2,500.5,344.5,2.9,27.5,125.5,153943,35243,100725,17975,32217,22178,188,1771,8080
Massachusetts,2007,6449755,2399.2,554.5,1611.3,233.4,441.7,304.4,2.9,25.5,108.9,154743,35767,103925,15051,28487,19636,187,1643,7021
Massachusetts,2008,6497967,2399.5,557.9,1645.3,196.3,463.8,325.4,2.6,26.9,108.9,155919,36251,106913,12755,30137,21143,166,1751,7077
Massachusetts,2009,6593587,2323.1,523.5,1619.7,179.9,462.6,320.4,2.6,26.3,113.2,153178,34515,106799,11864,30503,21129,173,1734,7467
Massachusetts,2010,6555466,2356.8,578.2,1603.6,175.0,468.9,333.2,3.3,27.2,105.2,154496,37903,105124,11469,30737,21842,214,1784,6897
Massachusetts,2011,6607003,2252.6,551.0,1538.4,163.2,427.3,297.0,2.8,25.0,102.4,148829,36403,101644,10782,28232,19626,184,1654,6768
Massachusetts,2012,6646144,2153.0,519.7,1494.4,138.9,405.5,280.4,1.8,24.7,98.6,143089,34540,99317,9232,26953,18638,121,1642,6552
Massachusetts,2013,6692824,270.5,2051.2,459.2,1455.7,413.4,100.2,2.0,40.6,31.2,18106,137285,30735,97428,27667,6706,137,2718,2089
Massachusetts,2014,6745408,267.6,1857.1,370.1,1364.5,391.4,89.5,2.0,32.3,24.1,18051,125267,24964,92043,26399,6036,132,2180,1629
Massachusetts,2015,6794422,280.7,1690.7,322.2,1249.7,390.9,77.8,1.9,30.5,23.7,19071,114871,21890,84912,26562,5288,128,2075,1608
Massachusetts,2016,6811779,1561.1,281.8,1161.0,118.3,376.9,265.0,2.0,31.2,78.8,106339,19193,79088,8058,25677,18050,134,2128,5365
Massachusetts,2017,6859819,1437.0,249.1,1078.0,109.9,358.0,252.5,2.5,32.0,71.0,98575,17089,73946,7540,24560,17319,173,2197,4871
Massachusetts,2018,6902149,1263.3,200.8,966.8,95.7,338.1,241.2,2.0,34.9,60.0,87196,13862,66728,6606,23337,16648,136,2410,4143
Massachusetts,2019,6892503,1179.8,179.0,911.8,89.0,327.6,241.0,2.2,32.0,52.4,81317,12341,62844,6132,22578,16609,152,2204,3613
New Hampshire,1960,606921,676.4,182.6,436.0,57.8,13.3,4.9,1.3,4.1,3.0,4105,1108,2646,351,81,30,8,25,18
New Hampshire,1961,621000,791.0,253.3,464.4,73.3,14.3,7.2,0.6,3.1,3.4,4912,1573,2884,455,89,45,4,19,21
New Hampshire,1962,632000,971.5,281.8,604.6,85.1,28.2,18.8,2.4,3.5,3.5,6140,1781,3821,538,178,119,15,22,22
